,Parent Name,Area Name,Area Type,Sex,Category,Time period,Value,Count,Compared to England value or percentiles,Compared to Region value or percentiles
472,North East region,Newcastle upon Tyne,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.5548120836048,85.0,Similar,Similar
473,North East region,North Tyneside,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.9645268659157,59.0,Similar,Similar
474,North East region,South Tyneside,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.71872494038458,32.0,Similar,Better
475,North East region,Sunderland,Counties & UAs (from Apr 2021),Persons,,2019 - 21,14.2005875975951,103.0,Worse,Similar
476,West Midlands region,Birmingham,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.69176251727355,243.0,Better,Better
477,West Midlands region,Coventry,Counties & UAs (from Apr 2021),Persons,,2019 - 21,9.25280979305268,89.0,Similar,Similar
478,West Midlands region,Dudley,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.305500311074,86.0,Similar,Similar
479,West Midlands region,Sandwell,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.1577758420832,93.0,Similar,Similar
480,West Midlands region,Solihull,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.301321535337,59.0,Similar,Similar
481,West Midlands region,Walsall,Counties & UAs (from Apr 2021),Persons,,2019 - 21,9.04920356897475,65.0,Similar,Similar
482,West Midlands region,Wolverhampton,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.92063104174397,53.0,Better,Better
483,Yorkshire and the Humber region,Bradford,Counties & UAs (from Apr 2021),Persons,,2019 - 21,9.82998726043299,132.0,Similar,Better
484,Yorkshire and the Humber region,Calderdale,Counties & UAs (from Apr 2021),Persons,,2019 - 21,16.9063761466857,94.0,Worse,Worse
485,Yorkshire and the Humber region,Kirklees,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.2075023837234,127.0,Similar,Similar
486,Yorkshire and the Humber region,Leeds,Counties & UAs (from Apr 2021),Persons,,2019 - 21,13.8634862211004,281.0,Worse,Similar
487,Yorkshire and the Humber region,Wakefield,Counties & UAs (from Apr 2021),Persons,,2019 - 21,17.3148893664711,159.0,Worse,Worse
488,North East region,Gateshead,Counties & UAs (from Apr 2021),Persons,,2019 - 21,9.58602396418345,51.0,Similar,Better
489,London region,City of London,Counties & UAs (from Apr 2021),Persons,,2019 - 21,,3.0,Not compared,Not compared
490,London region,Barking and Dagenham,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.81630761602811,44.0,Similar,Similar
491,London region,Barnet,Counties & UAs (from Apr 2021),Persons,,2019 - 21,4.7682702575573,50.0,Better,Better
492,London region,Bexley,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.22530420878012,47.0,Better,Similar
493,London region,Brent,Counties & UAs (from Apr 2021),Persons,,2019 - 21,5.26452619498812,47.0,Better,Better
494,London region,Bromley,Counties & UAs (from Apr 2021),Persons,,2019 - 21,5.13669185423053,43.0,Better,Better
495,London region,Camden,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.89787050722334,55.0,Similar,Similar
496,London region,Croydon,Counties & UAs (from Apr 2021),Persons,,2019 - 21,6.21614563977185,62.0,Better,Similar
497,London region,Ealing,Counties & UAs (from Apr 2021),Persons,,2019 - 21,9.78485483593144,83.0,Similar,Worse
498,London region,Enfield,Counties & UAs (from Apr 2021),Persons,,2019 - 21,5.30838904680476,44.0,Better,Better
499,London region,Greenwich,Counties & UAs (from Apr 2021),Persons,,2019 - 21,6.83792029192535,47.0,Better,Similar
500,London region,Hackney,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.59745690432151,56.0,Similar,Similar
501,London region,Hammersmith and Fulham,Counties & UAs (from Apr 2021),Persons,,2019 - 21,12.9122748992518,70.0,Similar,Worse
502,London region,Haringey,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.24060098674667,50.0,Better,Similar
503,London region,Harrow,Counties & UAs (from Apr 2021),Persons,,2019 - 21,5.37467391304082,34.0,Better,Similar
504,London region,Havering,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.44726534102315,57.0,Similar,Similar
505,London region,Hillingdon,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.82920836473241,70.0,Similar,Similar
506,London region,Hounslow,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.84216534748439,63.0,Similar,Similar
507,London region,Islington,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.85897970091733,41.0,Similar,Similar
508,London region,Kensington and Chelsea,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.238240016221,43.0,Similar,Worse
509,London region,Kingston upon Thames,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.898383341161,36.0,Similar,Similar
510,London region,Lambeth,Counties & UAs (from Apr 2021),Persons,,2019 - 21,5.66021503907758,45.0,Better,Similar
511,London region,Lewisham,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.33323816207768,62.0,Similar,Similar
512,London region,Merton,Counties & UAs (from Apr 2021),Persons,,2019 - 21,6.47971184974019,37.0,Better,Similar
513,London region,Newham,Counties & UAs (from Apr 2021),Persons,,2019 - 21,5.96318089843264,54.0,Better,Similar
514,London region,Redbridge,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.68050826574394,57.0,Better,Similar
515,London region,Richmond upon Thames,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.08396120409127,37.0,Better,Similar
516,London region,Southwark,Counties & UAs (from Apr 2021),Persons,,2019 - 21,9.015501957911,70.0,Similar,Similar
517,London region,Sutton,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.6037376280693,56.0,Similar,Worse
518,London region,Tower Hamlets,Counties & UAs (from Apr 2021),Persons,,2019 - 21,6.6255198466913,58.0,Better,Similar
519,London region,Waltham Forest,Counties & UAs (from Apr 2021),Persons,,2019 - 21,6.53554395015776,47.0,Better,Similar
520,London region,Wandsworth,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.45814876873603,60.0,Better,Similar
521,London region,Westminster,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.3886616061657,51.0,Better,Similar
522,East of England region,Cambridgeshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.3598621774182,180.0,Similar,Similar
523,North West region,Cumbria,Counties & UAs (from Apr 2021),Persons,,2019 - 21,15.5461997263798,199.0,Worse,Worse
524,East Midlands region,Derbyshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.5117148180362,244.0,Similar,Similar
525,South West region,Devon,Counties & UAs (from Apr 2021),Persons,,2019 - 21,12.4554557998714,263.0,Worse,Similar
526,South East region,East Sussex,Counties & UAs (from Apr 2021),Persons,,2019 - 21,12.1312203793453,179.0,Similar,Similar
527,East of England region,Essex,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.7418165410644,418.0,Similar,Similar
528,South West region,Gloucestershire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.3058921817527,192.0,Similar,Similar
529,South East region,Hampshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.93620111214141,321.0,Better,Better
530,East of England region,Hertfordshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,7.70560999077166,238.0,Better,Better
531,South East region,Kent,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.6548788588421,479.0,Worse,Similar
532,North West region,Lancashire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,13.4818001108043,425.0,Worse,Worse
533,East Midlands region,Leicestershire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,8.69072810649886,164.0,Better,Better
534,East Midlands region,Lincolnshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,12.1011017946644,242.0,Worse,Worse
535,East of England region,Norfolk,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.580014334293,256.0,Similar,Similar
536,Yorkshire and the Humber region,North Yorkshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.3438800849216,183.0,Similar,Similar
537,East Midlands region,Nottinghamshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.2888737964297,226.0,Similar,Similar
538,South East region,Oxfordshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.0324773658941,181.0,Similar,Similar
539,South West region,Somerset,Counties & UAs (from Apr 2021),Persons,,2019 - 21,15.0541649382869,219.0,Worse,Worse
540,West Midlands region,Staffordshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.910168602373,277.0,Worse,Similar
541,East of England region,Suffolk,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.3875050709301,208.0,Similar,Similar
542,South East region,Surrey,Counties & UAs (from Apr 2021),Persons,,2019 - 21,10.0968174654603,316.0,Similar,Similar
543,West Midlands region,Warwickshire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.2150520169177,172.0,Similar,Similar
544,South East region,West Sussex,Counties & UAs (from Apr 2021),Persons,,2019 - 21,11.5333120198493,265.0,Similar,Similar
545,West Midlands region,Worcestershire,Counties & UAs (from Apr 2021),Persons,,2019 - 21,12.0157921156481,186.0,Similar,Similar
